REF_DATE,GEO,DGUID,Age group,Labour force status of students and non-students,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2019/2020,Canada,2021A000011124,28 years old,Student unemployed or Other,Percent,239,units,0,v99916290,1.15.13,1.2,B,,,1
2019/2020,Canada,2021A000011124,29 years old,Total labour Force status,Percent,239,units,0,v99916291,1.16.1,100,,,,1
2019/2020,Canada,2021A000011124,29 years old,Non-students,Percent,239,units,0,v99916292,1.16.2,90.3,A,,,1
2019/2020,Canada,2021A000011124,29 years old,Non-student employed,Percent,239,units,0,v99916293,1.16.3,74.5,A,,,1
2019/2020,Canada,2021A000011124,29 years old,Non-student not in the labour force,Percent,239,units,0,v99916294,1.16.4,10.2,B,,,1
2019/2020,Canada,2021A000011124,29 years old,Non-student unemployed,Percent,239,units,0,v99916295,1.16.5,5.7,B,,,1
2019/2020,Canada,2021A000011124,29 years old,Students,Percent,239,units,0,v99916296,1.16.6,9.1,B,,,1
2019/2020,Canada,2021A000011124,29 years old,University student employed,Percent,239,units,0,v99916297,1.16.7,3.6,B,,,1
2019/2020,Canada,2021A000011124,29 years old,University student not in the labour force,Percent,239,units,0,v99916298,1.16.8,1.2,C,,,1
2019/2020,Canada,2021A000011124,29 years old,College student employed,Percent,239,units,0,v99916299,1.16.9,1.4,C,,,1
2019/2020,Canada,2021A000011124,29 years old,College student not in the labour force,Percent,239,units,0,v99916300,1.16.10,0.8,C,,,1
2019/2020,Canada,2021A000011124,29 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916301,1.16.11,,x,,,1
2019/2020,Canada,2021A000011124,29 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916302,1.16.12,,x,,,1
2019/2020,Canada,2021A000011124,29 years old,Student unemployed or Other,Percent,239,units,0,v99916303,1.16.13,1.7,B,,,1
2020/2021,Canada,2021A000011124,15-29 years old,Total labour Force status,Percent,239,units,0,v99916096,1.1.1,100,,,,1
2020/2021,Canada,2021A000011124,15-29 years old,Non-students,Percent,239,units,0,v99916097,1.1.2,54.3,A,,,1
2020/2021,Canada,2021A000011124,15-29 years old,Non-student employed,Percent,239,units,0,v99916098,1.1.3,42,A,,,1
2020/2021,Canada,2021A000011124,15-29 years old,Non-student not in the labour force,Percent,239,units,0,v99916099,1.1.4,6.7,A,,,1
2020/2021,Canada,2021A000011124,15-29 years old,Non-student unemployed,Percent,239,units,0,v99916100,1.1.5,5.6,A,,,1
2020/2021,Canada,2021A000011124,15-29 years old,Students,Percent,239,units,0,v99916101,1.1.6,45.5,A,,,1
2020/2021,Canada,2021A000011124,15-29 years old,University student employed,Percent,239,units,0,v99916102,1.1.7,8,A,,,1
2020/2021,Canada,2021A000011124,15-29 years old,University student not in the labour force,Percent,239,units,0,v99916103,1.1.8,8.7,A,,,1
2020/2021,Canada,2021A000011124,15-29 years old,College student employed,Percent,239,units,0,v99916104,1.1.9,4.3,A,,,1
2020/2021,Canada,2021A000011124,15-29 years old,College student not in the labour force,Percent,239,units,0,v99916105,1.1.10,3.3,A,,,1
2020/2021,Canada,2021A000011124,15-29 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916106,1.1.11,4.7,A,,,1
2020/2021,Canada,2021A000011124,15-29 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916107,1.1.12,11.4,A,,,1
2020/2021,Canada,2021A000011124,15-29 years old,Student unemployed or Other,Percent,239,units,0,v99916108,1.1.13,5.1,A,,,1
2020/2021,Canada,2021A000011124,15 years old,Total labour Force status,Percent,239,units,0,v99916109,1.2.1,100,,,,1
2020/2021,Canada,2021A000011124,15 years old,Non-students,Percent,239,units,0,v99916110,1.2.2,2.5,B,,,1
2020/2021,Canada,2021A000011124,15 years old,Non-student employed,Percent,239,units,0,v99916111,1.2.3,0.7,C,,,1
2020/2021,Canada,2021A000011124,15 years old,Non-student not in the labour force,Percent,239,units,0,v99916112,1.2.4,1.7,B,,,1
2020/2021,Canada,2021A000011124,15 years old,Non-student unemployed,Percent,239,units,0,v99916113,1.2.5,,x,,,1
2020/2021,Canada,2021A000011124,15 years old,Students,Percent,239,units,0,v99916114,1.2.6,97.5,A,,,1
2020/2021,Canada,2021A000011124,15 years old,University student employed,Percent,239,units,0,v99916115,1.2.7,,x,,,1
2020/2021,Canada,2021A000011124,15 years old,University student not in the labour force,Percent,239,units,0,v99916116,1.2.8,,x,,,1
2020/2021,Canada,2021A000011124,15 years old,College student employed,Percent,239,units,0,v99916117,1.2.9,,x,,,1
2020/2021,Canada,2021A000011124,15 years old,College student not in the labour force,Percent,239,units,0,v99916118,1.2.10,0.4,D,,,1
2020/2021,Canada,2021A000011124,15 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916119,1.2.11,13.6,B,,,1
2020/2021,Canada,2021A000011124,15 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916120,1.2.12,76.1,A,,,1
2020/2021,Canada,2021A000011124,15 years old,Student unemployed or Other,Percent,239,units,0,v99916121,1.2.13,6.8,B,,,1
2020/2021,Canada,2021A000011124,16 years old,Total labour Force status,Percent,239,units,0,v99916122,1.3.1,100,,,,1
2020/2021,Canada,2021A000011124,16 years old,Non-students,Percent,239,units,0,v99916123,1.3.2,3.5,B,,,1
2020/2021,Canada,2021A000011124,16 years old,Non-student employed,Percent,239,units,0,v99916124,1.3.3,1.4,B,,,1
2020/2021,Canada,2021A000011124,16 years old,Non-student not in the labour force,Percent,239,units,0,v99916125,1.3.4,1.7,B,,,1
2020/2021,Canada,2021A000011124,16 years old,Non-student unemployed,Percent,239,units,0,v99916126,1.3.5,0.4,C,,,1
2020/2021,Canada,2021A000011124,16 years old,Students,Percent,239,units,0,v99916127,1.3.6,96.5,A,,,1
2020/2021,Canada,2021A000011124,16 years old,University student employed,Percent,239,units,0,v99916128,1.3.7,,x,,,1
2020/2021,Canada,2021A000011124,16 years old,University student not in the labour force,Percent,239,units,0,v99916129,1.3.8,0.5,E,,,1
2020/2021,Canada,2021A000011124,16 years old,College student employed,Percent,239,units,0,v99916130,1.3.9,,x,,,1
2020/2021,Canada,2021A000011124,16 years old,College student not in the labour force,Percent,239,units,0,v99916131,1.3.10,,x,,,1
2020/2021,Canada,2021A000011124,16 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916132,1.3.11,25.3,A,,,1
2020/2021,Canada,2021A000011124,16 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916133,1.3.12,60.3,A,,,1
2020/2021,Canada,2021A000011124,16 years old,Student unemployed or Other,Percent,239,units,0,v99916134,1.3.13,9.6,B,,,1
2020/2021,Canada,2021A000011124,17 years old,Total labour Force status,Percent,239,units,0,v99916135,1.4.1,100,,,,1
2020/2021,Canada,2021A000011124,17 years old,Non-students,Percent,239,units,0,v99916136,1.4.2,6.6,B,,,1
2020/2021,Canada,2021A000011124,17 years old,Non-student employed,Percent,239,units,0,v99916137,1.4.3,3.5,B,,,1
2020/2021,Canada,2021A000011124,17 years old,Non-student not in the labour force,Percent,239,units,0,v99916138,1.4.4,2.1,B,,,1
2020/2021,Canada,2021A000011124,17 years old,Non-student unemployed,Percent,239,units,0,v99916139,1.4.5,1,B,,,1
2020/2021,Canada,2021A000011124,17 years old,Students,Percent,239,units,0,v99916140,1.4.6,93.4,A,,,1
2020/2021,Canada,2021A000011124,17 years old,University student employed,Percent,239,units,0,v99916141,1.4.7,1.1,C,,,1
2020/2021,Canada,2021A000011124,17 years old,University student not in the labour force,Percent,239,units,0,v99916142,1.4.8,1.8,C,,,1
2020/2021,Canada,2021A000011124,17 years old,College student employed,Percent,239,units,0,v99916143,1.4.9,4.4,B,,,1
2020/2021,Canada,2021A000011124,17 years old,College student not in the labour force,Percent,239,units,0,v99916144,1.4.10,5.3,B,,,1
2020/2021,Canada,2021A000011124,17 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916145,1.4.11,28.2,A,,,1
2020/2021,Canada,2021A000011124,17 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916146,1.4.12,42.8,A,,,1
2020/2021,Canada,2021A000011124,17 years old,Student unemployed or Other,Percent,239,units,0,v99916147,1.4.13,9.7,B,,,1
2020/2021,Canada,2021A000011124,18 years old,Total labour Force status,Percent,239,units,0,v99916148,1.5.1,100,,,,1
2020/2021,Canada,2021A000011124,18 years old,Non-students,Percent,239,units,0,v99916149,1.5.2,27.5,A,,,1
2020/2021,Canada,2021A000011124,18 years old,Non-student employed,Percent,239,units,0,v99916150,1.5.3,18.1,B,,,1
2020/2021,Canada,2021A000011124,18 years old,Non-student not in the labour force,Percent,239,units,0,v99916151,1.5.4,5,B,,,1
2020/2021,Canada,2021A000011124,18 years old,Non-student unemployed,Percent,239,units,0,v99916152,1.5.5,4.3,B,,,1
2020/2021,Canada,2021A000011124,18 years old,Students,Percent,239,units,0,v99916153,1.5.6,72.4,A,,,1
2020/2021,Canada,2021A000011124,18 years old,University student employed,Percent,239,units,0,v99916154,1.5.7,8.2,B,,,1
2020/2021,Canada,2021A000011124,18 years old,University student not in the labour force,Percent,239,units,0,v99916155,1.5.8,17.7,B,,,1
2020/2021,Canada,2021A000011124,18 years old,College student employed,Percent,239,units,0,v99916156,1.5.9,11,B,,,1
2020/2021,Canada,2021A000011124,18 years old,College student not in the labour force,Percent,239,units,0,v99916157,1.5.10,9,B,,,1
2020/2021,Canada,2021A000011124,18 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916158,1.5.11,6.8,B,,,1
2020/2021,Canada,2021A000011124,18 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916159,1.5.12,11.2,B,,,1
2020/2021,Canada,2021A000011124,18 years old,Student unemployed or Other,Percent,239,units,0,v99916160,1.5.13,8.5,B,,,1
2020/2021,Canada,2021A000011124,19 years old,Total labour Force status,Percent,239,units,0,v99916161,1.6.1,100,,,,1
2020/2021,Canada,2021A000011124,19 years old,Non-students,Percent,239,units,0,v99916162,1.6.2,32.2,A,,,1
2020/2021,Canada,2021A000011124,19 years old,Non-student employed,Percent,239,units,0,v99916163,1.6.3,21.5,A,,,1
2020/2021,Canada,2021A000011124,19 years old,Non-student not in the labour force,Percent,239,units,0,v99916164,1.6.4,5.8,B,,,1
2020/2021,Canada,2021A000011124,19 years old,Non-student unemployed,Percent,239,units,0,v99916165,1.6.5,4.9,B,,,1
2020/2021,Canada,2021A000011124,19 years old,Students,Percent,239,units,0,v99916166,1.6.6,67.6,A,,,1
2020/2021,Canada,2021A000011124,19 years old,University student employed,Percent,239,units,0,v99916167,1.6.7,14.4,B,,,1
2020/2021,Canada,2021A000011124,19 years old,University student not in the labour force,Percent,239,units,0,v99916168,1.6.8,18.5,B,,,1
2020/2021,Canada,2021A000011124,19 years old,College student employed,Percent,239,units,0,v99916169,1.6.9,12.3,B,,,1
2020/2021,Canada,2021A000011124,19 years old,College student not in the labour force,Percent,239,units,0,v99916170,1.6.10,7.8,B,,,1
2020/2021,Canada,2021A000011124,19 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916171,1.6.11,2.9,B,,,1
2020/2021,Canada,2021A000011124,19 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916172,1.6.12,4,B,,,1
2020/2021,Canada,2021A000011124,19 years old,Student unemployed or Other,Percent,239,units,0,v99916173,1.6.13,7.7,B,,,1
2020/2021,Canada,2021A000011124,20 years old,Total labour Force status,Percent,239,units,0,v99916174,1.7.1,100,,,,1
2020/2021,Canada,2021A000011124,20 years old,Non-students,Percent,239,units,0,v99916175,1.7.2,39.9,A,,,1
2020/2021,Canada,2021A000011124,20 years old,Non-student employed,Percent,239,units,0,v99916176,1.7.3,28.3,A,,,1
2020/2021,Canada,2021A000011124,20 years old,Non-student not in the labour force,Percent,239,units,0,v99916177,1.7.4,5.7,B,,,1
2020/2021,Canada,2021A000011124,20 years old,Non-student unemployed,Percent,239,units,0,v99916178,1.7.5,5.9,B,,,1
2020/2021,Canada,2021A000011124,20 years old,Students,Percent,239,units,0,v99916179,1.7.6,60,A,,,1
2020/2021,Canada,2021A000011124,20 years old,University student employed,Percent,239,units,0,v99916180,1.7.7,16.1,B,,,1
2020/2021,Canada,2021A000011124,20 years old,University student not in the labour force,Percent,239,units,0,v99916181,1.7.8,21.9,B,,,1
2020/2021,Canada,2021A000011124,20 years old,College student employed,Percent,239,units,0,v99916182,1.7.9,8.4,B,,,1
2020/2021,Canada,2021A000011124,20 years old,College student not in the labour force,Percent,239,units,0,v99916183,1.7.10,5.3,B,,,1
2020/2021,Canada,2021A000011124,20 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916184,1.7.11,1.1,C,,,1
2020/2021,Canada,2021A000011124,20 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916185,1.7.12,1,C,,,1
2020/2021,Canada,2021A000011124,20 years old,Student unemployed or Other,Percent,239,units,0,v99916186,1.7.13,6.1,B,,,1
2020/2021,Canada,2021A000011124,21 years old,Total labour Force status,Percent,239,units,0,v99916187,1.8.1,100,,,,1
2020/2021,Canada,2021A000011124,21 years old,Non-students,Percent,239,units,0,v99916188,1.8.2,43.9,A,,,1
2020/2021,Canada,2021A000011124,21 years old,Non-student employed,Percent,239,units,0,v99916189,1.8.3,30.4,A,,,1
2020/2021,Canada,2021A000011124,21 years old,Non-student not in the labour force,Percent,239,units,0,v99916190,1.8.4,6.8,B,,,1
2020/2021,Canada,2021A000011124,21 years old,Non-student unemployed,Percent,239,units,0,v99916191,1.8.5,6.8,B,,,1
2020/2021,Canada,2021A000011124,21 years old,Students,Percent,239,units,0,v99916192,1.8.6,55.7,A,,,1
2020/2021,Canada,2021A000011124,21 years old,University student employed,Percent,239,units,0,v99916193,1.8.7,16.7,B,,,1
2020/2021,Canada,2021A000011124,21 years old,University student not in the labour force,Percent,239,units,0,v99916194,1.8.8,20.1,B,,,1
2020/2021,Canada,2021A000011124,21 years old,College student employed,Percent,239,units,0,v99916195,1.8.9,7.1,B,,,1
2020/2021,Canada,2021A000011124,21 years old,College student not in the labour force,Percent,239,units,0,v99916196,1.8.10,4.3,B,,,1
2020/2021,Canada,2021A000011124,21 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916197,1.8.11,0.7,D,,,1
2020/2021,Canada,2021A000011124,21 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916198,1.8.12,0.6,C,,,1
2020/2021,Canada,2021A000011124,21 years old,Student unemployed or Other,Percent,239,units,0,v99916199,1.8.13,6.2,B,,,1
2020/2021,Canada,2021A000011124,22 years old,Total labour Force status,Percent,239,units,0,v99916200,1.9.1,100,,,,1
2020/2021,Canada,2021A000011124,22 years old,Non-students,Percent,239,units,0,v99916201,1.9.2,55.4,A,,,1
2020/2021,Canada,2021A000011124,22 years old,Non-student employed,Percent,239,units,0,v99916202,1.9.3,40.7,A,,,1
2020/2021,Canada,2021A000011124,22 years old,Non-student not in the labour force,Percent,239,units,0,v99916203,1.9.4,6.6,B,,,1
2020/2021,Canada,2021A000011124,22 years old,Non-student unemployed,Percent,239,units,0,v99916204,1.9.5,8,B,,,1
2020/2021,Canada,2021A000011124,22 years old,Students,Percent,239,units,0,v99916205,1.9.6,44.6,A,,,1
2020/2021,Canada,2021A000011124,22 years old,University student employed,Percent,239,units,0,v99916206,1.9.7,15.1,B,,,1
2020/2021,Canada,2021A000011124,22 years old,University student not in the labour force,Percent,239,units,0,v99916207,1.9.8,14.9,B,,,1
2020/2021,Canada,2021A000011124,22 years old,College student employed,Percent,239,units,0,v99916208,1.9.9,4.9,B,,,1
2020/2021,Canada,2021A000011124,22 years old,College student not in the labour force,Percent,239,units,0,v99916209,1.9.10,3.7,B,,,1
2020/2021,Canada,2021A000011124,22 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916210,1.9.11,0.5,D,,,1
2020/2021,Canada,2021A000011124,22 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916211,1.9.12,,x,,,1
2020/2021,Canada,2021A000011124,22 years old,Student unemployed or Other,Percent,239,units,0,v99916212,1.9.13,5.1,B,,,1
2020/2021,Canada,2021A000011124,23 years old,Total labour Force status,Percent,239,units,0,v99916213,1.10.1,100,,,,1
2020/2021,Canada,2021A000011124,23 years old,Non-students,Percent,239,units,0,v99916214,1.10.2,63.3,A,,,1
2020/2021,Canada,2021A000011124,23 years old,Non-student employed,Percent,239,units,0,v99916215,1.10.3,47.2,A,,,1
2020/2021,Canada,2021A000011124,23 years old,Non-student not in the labour force,Percent,239,units,0,v99916216,1.10.4,7.6,B,,,1
2020/2021,Canada,2021A000011124,23 years old,Non-student unemployed,Percent,239,units,0,v99916217,1.10.5,8.5,B,,,1
2020/2021,Canada,2021A000011124,23 years old,Students,Percent,239,units,0,v99916218,1.10.6,36.4,A,,,1
2020/2021,Canada,2021A000011124,23 years old,University student employed,Percent,239,units,0,v99916219,1.10.7,11.8,B,,,1
2020/2021,Canada,2021A000011124,23 years old,University student not in the labour force,Percent,239,units,0,v99916220,1.10.8,12.6,B,,,1
2020/2021,Canada,2021A000011124,23 years old,College student employed,Percent,239,units,0,v99916221,1.10.9,4,B,,,1
2020/2021,Canada,2021A000011124,23 years old,College student not in the labour force,Percent,239,units,0,v99916222,1.10.10,2.6,B,,,1
2020/2021,Canada,2021A000011124,23 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916223,1.10.11,0.3,E,,,1
2020/2021,Canada,2021A000011124,23 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916224,1.10.12,,x,,,1
2020/2021,Canada,2021A000011124,23 years old,Student unemployed or Other,Percent,239,units,0,v99916225,1.10.13,4.8,B,,,1
2020/2021,Canada,2021A000011124,24 years old,Total labour Force status,Percent,239,units,0,v99916226,1.11.1,100,,,,1
2020/2021,Canada,2021A000011124,24 years old,Non-students,Percent,239,units,0,v99916227,1.11.2,69.4,A,,,1
2020/2021,Canada,2021A000011124,24 years old,Non-student employed,Percent,239,units,0,v99916228,1.11.3,54.7,A,,,1
2020/2021,Canada,2021A000011124,24 years old,Non-student not in the labour force,Percent,239,units,0,v99916229,1.11.4,6.8,B,,,1
2020/2021,Canada,2021A000011124,24 years old,Non-student unemployed,Percent,239,units,0,v99916230,1.11.5,8,B,,,1
2020/2021,Canada,2021A000011124,24 years old,Students,Percent,239,units,0,v99916231,1.11.6,30.3,A,,,1
2020/2021,Canada,2021A000011124,24 years old,University student employed,Percent,239,units,0,v99916232,1.11.7,9.5,B,,,1
2020/2021,Canada,2021A000011124,24 years old,University student not in the labour force,Percent,239,units,0,v99916233,1.11.8,9.4,B,,,1
2020/2021,Canada,2021A000011124,24 years old,College student employed,Percent,239,units,0,v99916234,1.11.9,4.1,B,,,1
2020/2021,Canada,2021A000011124,24 years old,College student not in the labour force,Percent,239,units,0,v99916235,1.11.10,3.3,C,,,1
2020/2021,Canada,2021A000011124,24 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916236,1.11.11,0.3,D,,,1
2020/2021,Canada,2021A000011124,24 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916237,1.11.12,,x,,,1
2020/2021,Canada,2021A000011124,24 years old,Student unemployed or Other,Percent,239,units,0,v99916238,1.11.13,3.3,B,,,1
2020/2021,Canada,2021A000011124,25 years old,Total labour Force status,Percent,239,units,0,v99916239,1.12.1,100,,,,1
2020/2021,Canada,2021A000011124,25 years old,Non-students,Percent,239,units,0,v99916240,1.12.2,80.6,A,,,1
2020/2021,Canada,2021A000011124,25 years old,Non-student employed,Percent,239,units,0,v99916241,1.12.3,64.8,A,,,1
2020/2021,Canada,2021A000011124,25 years old,Non-student not in the labour force,Percent,239,units,0,v99916242,1.12.4,8.4,B,,,1
2020/2021,Canada,2021A000011124,25 years old,Non-student unemployed,Percent,239,units,0,v99916243,1.12.5,7.3,B,,,1
2020/2021,Canada,2021A000011124,25 years old,Students,Percent,239,units,0,v99916244,1.12.6,19,B,,,1
2020/2021,Canada,2021A000011124,25 years old,University student employed,Percent,239,units,0,v99916245,1.12.7,6.7,B,,,1
2020/2021,Canada,2021A000011124,25 years old,University student not in the labour force,Percent,239,units,0,v99916246,1.12.8,4.5,B,,,1
2020/2021,Canada,2021A000011124,25 years old,College student employed,Percent,239,units,0,v99916247,1.12.9,2.2,C,,,1
2020/2021,Canada,2021A000011124,25 years old,College student not in the labour force,Percent,239,units,0,v99916248,1.12.10,2.4,C,,,1
2020/2021,Canada,2021A000011124,25 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916249,1.12.11,,x,,,1
2020/2021,Canada,2021A000011124,25 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916250,1.12.12,0.3,E,,,1
2020/2021,Canada,2021A000011124,25 years old,Student unemployed or Other,Percent,239,units,0,v99916251,1.12.13,2.7,B,,,1
2020/2021,Canada,2021A000011124,26 years old,Total labour Force status,Percent,239,units,0,v99916252,1.13.1,100,,,,1
2020/2021,Canada,2021A000011124,26 years old,Non-students,Percent,239,units,0,v99916253,1.13.2,83.4,A,,,1
2020/2021,Canada,2021A000011124,26 years old,Non-student employed,Percent,239,units,0,v99916254,1.13.3,67.3,A,,,1
2020/2021,Canada,2021A000011124,26 years old,Non-student not in the labour force,Percent,239,units,0,v99916255,1.13.4,9.6,B,,,1
2020/2021,Canada,2021A000011124,26 years old,Non-student unemployed,Percent,239,units,0,v99916256,1.13.5,6.5,B,,,1
2020/2021,Canada,2021A000011124,26 years old,Students,Percent,239,units,0,v99916257,1.13.6,16.3,B,,,1
2020/2021,Canada,2021A000011124,26 years old,University student employed,Percent,239,units,0,v99916258,1.13.7,6.2,B,,,1
2020/2021,Canada,2021A000011124,26 years old,University student not in the labour force,Percent,239,units,0,v99916259,1.13.8,3.1,C,,,1
2020/2021,Canada,2021A000011124,26 years old,College student employed,Percent,239,units,0,v99916260,1.13.9,2.2,C,,,1
2020/2021,Canada,2021A000011124,26 years old,College student not in the labour force,Percent,239,units,0,v99916261,1.13.10,1.8,C,,,1
2020/2021,Canada,2021A000011124,26 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916262,1.13.11,,x,,,1
2020/2021,Canada,2021A000011124,26 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916263,1.13.12,0.3,E,,,1
2020/2021,Canada,2021A000011124,26 years old,Student unemployed or Other,Percent,239,units,0,v99916264,1.13.13,2.6,B,,,1
2020/2021,Canada,2021A000011124,27 years old,Total labour Force status,Percent,239,units,0,v99916265,1.14.1,100,,,,1
2020/2021,Canada,2021A000011124,27 years old,Non-students,Percent,239,units,0,v99916266,1.14.2,86.1,A,,,1
2020/2021,Canada,2021A000011124,27 years old,Non-student employed,Percent,239,units,0,v99916267,1.14.3,70,A,,,1
2020/2021,Canada,2021A000011124,27 years old,Non-student not in the labour force,Percent,239,units,0,v99916268,1.14.4,9.5,B,,,1
2020/2021,Canada,2021A000011124,27 years old,Non-student unemployed,Percent,239,units,0,v99916269,1.14.5,6.7,B,,,1
2020/2021,Canada,2021A000011124,27 years old,Students,Percent,239,units,0,v99916270,1.14.6,13.5,B,,,1
2020/2021,Canada,2021A000011124,27 years old,University student employed,Percent,239,units,0,v99916271,1.14.7,5,B,,,1
2020/2021,Canada,2021A000011124,27 years old,University student not in the labour force,Percent,239,units,0,v99916272,1.14.8,2.5,C,,,1
2020/2021,Canada,2021A000011124,27 years old,College student employed,Percent,239,units,0,v99916273,1.14.9,1.8,B,,,1
2020/2021,Canada,2021A000011124,27 years old,College student not in the labour force,Percent,239,units,0,v99916274,1.14.10,1.5,C,,,1
2020/2021,Canada,2021A000011124,27 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916275,1.14.11,,x,,,1
2020/2021,Canada,2021A000011124,27 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916276,1.14.12,,x,,,1
2020/2021,Canada,2021A000011124,27 years old,Student unemployed or Other,Percent,239,units,0,v99916277,1.14.13,2.7,B,,,1
2020/2021,Canada,2021A000011124,28 years old,Total labour Force status,Percent,239,units,0,v99916278,1.15.1,100,,,,1
2020/2021,Canada,2021A000011124,28 years old,Non-students,Percent,239,units,0,v99916279,1.15.2,88.4,A,,,1
2020/2021,Canada,2021A000011124,28 years old,Non-student employed,Percent,239,units,0,v99916280,1.15.3,72.6,A,,,1
2020/2021,Canada,2021A000011124,28 years old,Non-student not in the labour force,Percent,239,units,0,v99916281,1.15.4,9,B,,,1
2020/2021,Canada,2021A000011124,28 years old,Non-student unemployed,Percent,239,units,0,v99916282,1.15.5,6.8,B,,,1
2020/2021,Canada,2021A000011124,28 years old,Students,Percent,239,units,0,v99916283,1.15.6,11.2,B,,,1
2020/2021,Canada,2021A000011124,28 years old,University student employed,Percent,239,units,0,v99916284,1.15.7,4.1,B,,,1
2020/2021,Canada,2021A000011124,28 years old,University student not in the labour force,Percent,239,units,0,v99916285,1.15.8,1.7,C,,,1
2020/2021,Canada,2021A000011124,28 years old,College student employed,Percent,239,units,0,v99916286,1.15.9,1.5,C,,,1
2020/2021,Canada,2021A000011124,28 years old,College student not in the labour force,Percent,239,units,0,v99916287,1.15.10,1.9,C,,,1
2020/2021,Canada,2021A000011124,28 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916288,1.15.11,,x,,,1
2020/2021,Canada,2021A000011124,28 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916289,1.15.12,,x,,,1
2020/2021,Canada,2021A000011124,28 years old,Student unemployed or Other,Percent,239,units,0,v99916290,1.15.13,1.7,C,,,1
2020/2021,Canada,2021A000011124,29 years old,Total labour Force status,Percent,239,units,0,v99916291,1.16.1,100,,,,1
2020/2021,Canada,2021A000011124,29 years old,Non-students,Percent,239,units,0,v99916292,1.16.2,89.8,A,,,1
2020/2021,Canada,2021A000011124,29 years old,Non-student employed,Percent,239,units,0,v99916293,1.16.3,73.5,A,,,1
2020/2021,Canada,2021A000011124,29 years old,Non-student not in the labour force,Percent,239,units,0,v99916294,1.16.4,10.2,B,,,1
2020/2021,Canada,2021A000011124,29 years old,Non-student unemployed,Percent,239,units,0,v99916295,1.16.5,6.1,B,,,1
2020/2021,Canada,2021A000011124,29 years old,Students,Percent,239,units,0,v99916296,1.16.6,10,B,,,1
2020/2021,Canada,2021A000011124,29 years old,University student employed,Percent,239,units,0,v99916297,1.16.7,4.1,B,,,1
2020/2021,Canada,2021A000011124,29 years old,University student not in the labour force,Percent,239,units,0,v99916298,1.16.8,1.7,C,,,1
2020/2021,Canada,2021A000011124,29 years old,College student employed,Percent,239,units,0,v99916299,1.16.9,1,D,,,1
2020/2021,Canada,2021A000011124,29 years old,College student not in the labour force,Percent,239,units,0,v99916300,1.16.10,1.1,C,,,1
2020/2021,Canada,2021A000011124,29 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916301,1.16.11,,x,,,1
2020/2021,Canada,2021A000011124,29 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916302,1.16.12,,x,,,1
2020/2021,Canada,2021A000011124,29 years old,Student unemployed or Other,Percent,239,units,0,v99916303,1.16.13,1.9,C,,,1
2021/2022,Canada,2021A000011124,15-29 years old,Total labour Force status,Percent,239,units,0,v99916096,1.1.1,100,,,,1
2021/2022,Canada,2021A000011124,15-29 years old,Non-students,Percent,239,units,0,v99916097,1.1.2,53.9,A,,,1
2021/2022,Canada,2021A000011124,15-29 years old,Non-student employed,Percent,239,units,0,v99916098,1.1.3,44,A,,,1
2021/2022,Canada,2021A000011124,15-29 years old,Non-student not in the labour force,Percent,239,units,0,v99916099,1.1.4,5.8,A,,,1
2021/2022,Canada,2021A000011124,15-29 years old,Non-student unemployed,Percent,239,units,0,v99916100,1.1.5,4.1,A,,,1
